AttendanceID,MemberID,MatchID,Attended,TicketsUsed,CheckInTime
ATT04176,MEM0232,M018,Yes,1,19:00
ATT04177,MEM0233,M001,Yes,2,19:10
ATT04178,MEM0233,M002,Yes,3,18:35
ATT04179,MEM0233,M003,Yes,2,19:50
ATT04180,MEM0233,M004,No,0,
ATT04181,MEM0233,M005,Yes,3,19:10
ATT04182,MEM0233,M006,No,0,
ATT04183,MEM0233,M007,No,0,
ATT04184,MEM0233,M008,Yes,3,19:25
ATT04185,MEM0233,M009,No,0,
ATT04186,MEM0233,M010,Yes,3,19:10
ATT04187,MEM0233,M011,Yes,2,19:40
ATT04188,MEM0233,M012,Yes,2,20:45
ATT04189,MEM0233,M013,Yes,3,19:30
ATT04190,MEM0233,M014,Yes,2,19:10
ATT04191,MEM0233,M015,Yes,2,20:10
ATT04192,MEM0233,M016,No,0,
ATT04193,MEM0233,M017,No,0,
ATT04194,MEM0233,M018,Yes,3,19:45
ATT04195,MEM0234,M001,Yes,4,18:05
ATT04196,MEM0234,M002,Yes,4,20:50
ATT04197,MEM0234,M003,No,0,
ATT04198,MEM0234,M004,Yes,2,19:05
ATT04199,MEM0234,M005,Yes,4,18:00
ATT04200,MEM0234,M006,Yes,4,19:35
ATT04201,MEM0234,M007,No,0,
ATT04202,MEM0234,M008,Yes,4,20:35
ATT04203,MEM0234,M009,Yes,4,19:10
ATT04204,MEM0234,M010,No,0,
ATT04205,MEM0234,M011,Yes,3,20:30
ATT04206,MEM0234,M012,Yes,2,20:40
ATT04207,MEM0234,M013,No,0,
ATT04208,MEM0234,M014,Yes,2,18:30
ATT04209,MEM0234,M015,No,0,
ATT04210,MEM0234,M016,No,0,
ATT04211,MEM0234,M017,No,0,
ATT04212,MEM0234,M018,Yes,4,18:40
ATT04213,MEM0235,M001,Yes,1,18:15
ATT04214,MEM0235,M002,Yes,2,19:35
ATT04215,MEM0235,M003,Yes,2,19:05
ATT04216,MEM0235,M004,Yes,2,19:35
ATT04217,MEM0235,M005,Yes,1,18:55
ATT04218,MEM0235,M006,Yes,2,18:45
ATT04219,MEM0235,M007,No,0,
ATT04220,MEM0235,M008,Yes,1,18:30
ATT04221,MEM0235,M009,Yes,2,18:15
ATT04222,MEM0235,M010,No,0,
ATT04223,MEM0235,M011,No,0,
ATT04224,MEM0235,M012,No,0,
ATT04225,MEM0235,M013,No,0,
ATT04226,MEM0235,M014,No,0,
ATT04227,MEM0235,M015,Yes,2,19:40
ATT04228,MEM0235,M016,Yes,2,19:45
ATT04229,MEM0235,M017,Yes,2,18:15
ATT04230,MEM0235,M018,Yes,1,18:40
ATT04231,MEM0236,M001,Yes,3,19:40
ATT04232,MEM0236,M002,No,0,
ATT04233,MEM0236,M003,Yes,3,19:00
ATT04234,MEM0236,M004,Yes,2,19:20
ATT04235,MEM0236,M005,Yes,4,18:45
ATT04236,MEM0236,M006,No,0,
ATT04237,MEM0236,M007,Yes,3,18:20
ATT04238,MEM0236,M008,No,0,
ATT04239,MEM0236,M009,Yes,3,19:45
ATT04240,MEM0236,M010,Yes,3,20:40
ATT04241,MEM0236,M011,No,0,
ATT04242,MEM0236,M012,Yes,4,20:30
ATT04243,MEM0236,M013,No,0,
ATT04244,MEM0236,M014,No,0,
ATT04245,MEM0236,M015,No,0,
ATT04246,MEM0236,M016,No,0,
ATT04247,MEM0236,M017,Yes,3,18:45
ATT04248,MEM0236,M018,No,0,
ATT04249,MEM0237,M001,Yes,2,19:45
ATT04250,MEM0237,M002,Yes,1,20:25
ATT04251,MEM0237,M003,Yes,2,20:25
ATT04252,MEM0237,M004,Yes,1,19:45
ATT04253,MEM0237,M005,No,0,
ATT04254,MEM0237,M006,No,0,
ATT04255,MEM0237,M007,No,0,
ATT04256,MEM0237,M008,No,0,
ATT04257,MEM0237,M009,No,0,
ATT04258,MEM0237,M010,Yes,1,19:35
ATT04259,MEM0237,M011,Yes,1,20:15
ATT04260,MEM0237,M012,Yes,2,19:05
ATT04261,MEM0237,M013,Yes,1,18:35
ATT04262,MEM0237,M014,No,0,
ATT04263,MEM0237,M015,Yes,1,18:10
ATT04264,MEM0237,M016,No,0,
ATT04265,MEM0237,M017,No,0,
ATT04266,MEM0237,M018,No,0,
ATT04267,MEM0238,M001,Yes,1,19:55
ATT04268,MEM0238,M002,Yes,1,19:20
ATT04269,MEM0238,M003,No,0,
ATT04270,MEM0238,M004,No,0,
ATT04271,MEM0238,M005,No,0,
ATT04272,MEM0238,M006,No,0,
ATT04273,MEM0238,M007,Yes,1,18:55
ATT04274,MEM0238,M008,No,0,
ATT04275,MEM0238,M009,No,0,
ATT04276,MEM0238,M010,Yes,1,20:00
ATT04277,MEM0238,M011,No,0,
ATT04278,MEM0238,M012,No,0,
ATT04279,MEM0238,M013,No,0,
ATT04280,MEM0238,M014,Yes,1,18:20
ATT04281,MEM0238,M015,Yes,1,19:25
ATT04282,MEM0238,M016,Yes,1,19:40
ATT04283,MEM0238,M017,No,0,
ATT04284,MEM0238,M018,Yes,1,19:20
ATT04285,MEM0239,M001,No,0,
ATT04286,MEM0239,M002,No,0,
ATT04287,MEM0239,M003,Yes,1,19:00
ATT04288,MEM0239,M004,No,0,
ATT04289,MEM0239,M005,No,0,
ATT04290,MEM0239,M006,Yes,2,18:40
ATT04291,MEM0239,M007,No,0,
ATT04292,MEM0239,M008,No,0,
ATT04293,MEM0239,M009,Yes,1,20:15
ATT04294,MEM0239,M010,No,0,
ATT04295,MEM0239,M011,No,0,
ATT04296,MEM0239,M012,No,0,
ATT04297,MEM0239,M013,No,0,
ATT04298,MEM0239,M014,Yes,2,20:55
ATT04299,MEM0239,M015,No,0,
ATT04300,MEM0239,M016,Yes,2,19:10
ATT04301,MEM0239,M017,No,0,
ATT04302,MEM0239,M018,Yes,2,20:45
ATT04303,MEM0240,M001,Yes,4,18:15
ATT04304,MEM0240,M002,No,0,
ATT04305,MEM0240,M003,No,0,
ATT04306,MEM0240,M004,No,0,
ATT04307,MEM0240,M005,No,0,
ATT04308,MEM0240,M006,Yes,4,18:50
ATT04309,MEM0240,M007,No,0,
ATT04310,MEM0240,M008,No,0,
ATT04311,MEM0240,M009,Yes,4,19:30
ATT04312,MEM0240,M010,No,0,
ATT04313,MEM0240,M011,Yes,6,18:10
ATT04314,MEM0240,M012,Yes,6,18:20
ATT04315,MEM0240,M013,Yes,2,19:15
ATT04316,MEM0240,M014,No,0,
ATT04317,MEM0240,M015,No,0,
ATT04318,MEM0240,M016,No,0,
ATT04319,MEM0240,M017,No,0,
ATT04320,MEM0240,M018,No,0,
ATT04321,MEM0241,M001,Yes,1,19:45
ATT04322,MEM0241,M002,Yes,1,19:20
ATT04323,MEM0241,M003,No,0,
ATT04324,MEM0241,M004,No,0,
ATT04325,MEM0241,M005,Yes,1,18:25
ATT04326,MEM0241,M006,Yes,1,18:55
ATT04327,MEM0241,M007,Yes,1,19:35
ATT04328,MEM0241,M008,No,0,
ATT04329,MEM0241,M009,No,0,
ATT04330,MEM0241,M010,No,0,
ATT04331,MEM0241,M011,Yes,1,18:30
ATT04332,MEM0241,M012,Yes,1,18:25
ATT04333,MEM0241,M013,No,0,
ATT04334,MEM0241,M014,Yes,1,19:00
ATT04335,MEM0241,M015,Yes,1,19:00
ATT04336,MEM0241,M016,No,0,
ATT04337,MEM0241,M017,No,0,
ATT04338,MEM0241,M018,No,0,
ATT04339,MEM0242,M001,Yes,1,20:15
ATT04340,MEM0242,M002,Yes,1,19:45
ATT04341,MEM0242,M003,Yes,1,19:50
ATT04342,MEM0242,M004,No,0,
ATT04343,MEM0242,M005,Yes,1,18:10
ATT04344,MEM0242,M006,No,0,
ATT04345,MEM0242,M007,No,0,
ATT04346,MEM0242,M008,No,0,
ATT04347,MEM0242,M009,Yes,1,18:25
ATT04348,MEM0242,M010,Yes,1,20:20
ATT04349,MEM0242,M011,Yes,1,20:40
ATT04350,MEM0242,M012,Yes,1,19:50
ATT04351,MEM0242,M013,No,0,
ATT04352,MEM0242,M014,No,0,
ATT04353,MEM0242,M015,Yes,1,19:50
ATT04354,MEM0242,M016,Yes,1,19:45
ATT04355,MEM0242,M017,Yes,1,18:30
ATT04356,MEM0242,M018,Yes,1,18:20
ATT04357,MEM0243,M001,Yes,3,19:30
ATT04358,MEM0243,M002,Yes,3,19:05
ATT04359,MEM0243,M003,Yes,3,20:00
ATT04360,MEM0243,M004,Yes,3,20:55
ATT04361,MEM0243,M005,Yes,2,19:30
ATT04362,MEM0243,M006,Yes,5,19:00
ATT04363,MEM0243,M007,Yes,3,18:45
ATT04364,MEM0243,M008,Yes,5,19:20
ATT04365,MEM0243,M009,Yes,4,18:05
ATT04366,MEM0243,M010,No,0,
ATT04367,MEM0243,M011,No,0,
ATT04368,MEM0243,M012,Yes,4,20:35
ATT04369,MEM0243,M013,Yes,5,19:55
ATT04370,MEM0243,M014,No,0,
ATT04371,MEM0243,M015,Yes,4,19:05
ATT04372,MEM0243,M016,No,0,
ATT04373,MEM0243,M017,No,0,
ATT04374,MEM0243,M018,Yes,5,19:40
ATT04375,MEM0244,M001,No,0,
ATT04376,MEM0244,M002,No,0,
ATT04377,MEM0244,M003,No,0,
ATT04378,MEM0244,M004,No,0,
ATT04379,MEM0244,M005,No,0,
ATT04380,MEM0244,M006,No,0,
ATT04381,MEM0244,M007,Yes,1,19:35
ATT04382,MEM0244,M008,Yes,1,18:55
ATT04383,MEM0244,M009,Yes,1,18:45
ATT04384,MEM0244,M010,No,0,
ATT04385,MEM0244,M011,Yes,1,19:15
ATT04386,MEM0244,M012,No,0,
ATT04387,MEM0244,M013,No,0,
ATT04388,MEM0244,M014,No,0,
ATT04389,MEM0244,M015,Yes,1,19:35
ATT04390,MEM0244,M016,No,0,
ATT04391,MEM0244,M017,Yes,1,20:10
ATT04392,MEM0244,M018,Yes,1,20:10
ATT04393,MEM0245,M001,No,0,
ATT04394,MEM0245,M002,Yes,1,18:10
ATT04395,MEM0245,M003,Yes,1,19:50
ATT04396,MEM0245,M004,Yes,1,19:00
ATT04397,MEM0245,M005,No,0,
ATT04398,MEM0245,M006,No,0,
ATT04399,MEM0245,M007,Yes,1,18:35
ATT04400,MEM0245,M008,Yes,1,18:40
ATT04401,MEM0245,M009,Yes,1,19:15
ATT04402,MEM0245,M010,Yes,1,18:30
ATT04403,MEM0245,M011,Yes,1,19:35
ATT04404,MEM0245,M012,Yes,1,18:05
ATT04405,MEM0245,M013,No,0,
ATT04406,MEM0245,M014,Yes,1,19:20
ATT04407,MEM0245,M015,No,0,
ATT04408,MEM0245,M016,Yes,1,18:15
ATT04409,MEM0245,M017,No,0,
ATT04410,MEM0245,M018,Yes,1,18:50
ATT04411,MEM0246,M001,Yes,1,20:00
ATT04412,MEM0246,M002,Yes,1,19:00
ATT04413,MEM0246,M003,Yes,1,19:10
ATT04414,MEM0246,M004,No,0,
ATT04415,MEM0246,M005,No,0,
ATT04416,MEM0246,M006,No,0,
ATT04417,MEM0246,M007,No,0,
ATT04418,MEM0246,M008,Yes,1,18:40
ATT04419,MEM0246,M009,No,0,
ATT04420,MEM0246,M010,No,0,
ATT04421,MEM0246,M011,Yes,1,20:05
ATT04422,MEM0246,M012,Yes,1,19:25
ATT04423,MEM0246,M013,Yes,1,19:55
ATT04424,MEM0246,M014,No,0,
ATT04425,MEM0246,M015,No,0,
ATT04426,MEM0246,M016,No,0,
ATT04427,MEM0246,M017,Yes,1,18:45
ATT04428,MEM0246,M018,No,0,
ATT04429,MEM0247,M001,Yes,1,18:30
ATT04430,MEM0247,M002,No,0,
ATT04431,MEM0247,M003,Yes,1,19:20
ATT04432,MEM0247,M004,No,0,
ATT04433,MEM0247,M005,No,0,
ATT04434,MEM0247,M006,No,0,
ATT04435,MEM0247,M007,No,0,
ATT04436,MEM0247,M008,No,0,
ATT04437,MEM0247,M009,Yes,1,18:20
ATT04438,MEM0247,M010,Yes,1,18:50
ATT04439,MEM0247,M011,No,0,
ATT04440,MEM0247,M012,No,0,
ATT04441,MEM0247,M013,No,0,
ATT04442,MEM0247,M014,No,0,
ATT04443,MEM0247,M015,Yes,1,19:30
ATT04444,MEM0247,M016,No,0,
ATT04445,MEM0247,M017,Yes,1,18:15
ATT04446,MEM0247,M018,Yes,1,18:25
ATT04447,MEM0248,M001,Yes,1,20:15
ATT04448,MEM0248,M002,No,0,
ATT04449,MEM0248,M003,Yes,1,20:45
ATT04450,MEM0248,M004,No,0,
ATT04451,MEM0248,M005,Yes,1,19:30
ATT04452,MEM0248,M006,No,0,
ATT04453,MEM0248,M007,No,0,
ATT04454,MEM0248,M008,Yes,1,18:45
ATT04455,MEM0248,M009,Yes,1,18:40
ATT04456,MEM0248,M010,Yes,1,19:05
ATT04457,MEM0248,M011,Yes,1,19:25
ATT04458,MEM0248,M012,No,0,
ATT04459,MEM0248,M013,Yes,1,20:40
ATT04460,MEM0248,M014,No,0,
ATT04461,MEM0248,M015,Yes,1,19:05
ATT04462,MEM0248,M016,No,0,
ATT04463,MEM0248,M017,Yes,1,18:30
ATT04464,MEM0248,M018,Yes,1,19:30
ATT04465,MEM0249,M001,Yes,12,19:20
ATT04466,MEM0249,M002,Yes,6,19:20
ATT04467,MEM0249,M003,No,0,
ATT04468,MEM0249,M004,No,0,
ATT04469,MEM0249,M005,No,0,
ATT04470,MEM0249,M006,No,0,
ATT04471,MEM0249,M007,Yes,2,19:00
ATT04472,MEM0249,M008,Yes,2,19:20
ATT04473,MEM0249,M009,No,0,
ATT04474,MEM0249,M010,Yes,6,20:00
ATT04475,MEM0249,M011,No,0,
ATT04476,MEM0249,M012,Yes,2,18:20
ATT04477,MEM0249,M013,No,0,
ATT04478,MEM0249,M014,No,0,
ATT04479,MEM0249,M015,No,0,
ATT04480,MEM0249,M016,No,0,
ATT04481,MEM0249,M017,Yes,12,19:20
ATT04482,MEM0249,M018,Yes,2,19:15
ATT04483,MEM0250,M001,Yes,1,19:00
ATT04484,MEM0250,M002,Yes,1,20:50
ATT04485,MEM0250,M003,Yes,1,19:50
ATT04486,MEM0250,M004,No,0,
ATT04487,MEM0250,M005,Yes,1,20:45
ATT04488,MEM0250,M006,Yes,1,20:00
ATT04489,MEM0250,M007,Yes,1,19:40
ATT04490,MEM0250,M008,Yes,1,19:15
ATT04491,MEM0250,M009,Yes,1,20:35
ATT04492,MEM0250,M010,Yes,1,19:25
ATT04493,MEM0250,M011,Yes,1,18:40
ATT04494,MEM0250,M012,No,0,
ATT04495,MEM0250,M013,Yes,1,18:00
ATT04496,MEM0250,M014,Yes,1,19:25
ATT04497,MEM0250,M015,Yes,1,18:45
ATT04498,MEM0250,M016,Yes,1,20:15
ATT04499,MEM0250,M017,Yes,1,20:40
ATT04500,MEM0250,M018,Yes,1,18:35
ATT04501,MEM0251,M001,Yes,1,19:15
ATT04502,MEM0251,M002,No,0,
ATT04503,MEM0251,M003,Yes,1,19:05
ATT04504,MEM0251,M004,No,0,
ATT04505,MEM0251,M005,No,0,
ATT04506,MEM0251,M006,Yes,1,19:10
ATT04507,MEM0251,M007,No,0,
ATT04508,MEM0251,M008,No,0,
ATT04509,MEM0251,M009,No,0,
ATT04510,MEM0251,M010,No,0,
ATT04511,MEM0251,M011,Yes,1,18:50
ATT04512,MEM0251,M012,Yes,4,19:40
ATT04513,MEM0251,M013,Yes,1,18:35
ATT04514,MEM0251,M014,No,0,
ATT04515,MEM0251,M015,No,0,
ATT04516,MEM0251,M016,No,0,
ATT04517,MEM0251,M017,No,0,
ATT04518,MEM0251,M018,Yes,4,18:50
ATT04519,MEM0252,M001,Yes,4,20:20
ATT04520,MEM0252,M002,Yes,5,19:35
ATT04521,MEM0252,M003,Yes,2,19:55
ATT04522,MEM0252,M004,Yes,2,19:45
ATT04523,MEM0252,M005,Yes,4,19:40
ATT04524,MEM0252,M006,No,0,
ATT04525,MEM0252,M007,Yes,3,19:20
ATT04526,MEM0252,M008,No,0,
ATT04527,MEM0252,M009,Yes,3,18:50
ATT04528,MEM0252,M010,Yes,2,18:15
ATT04529,MEM0252,M011,Yes,2,20:25
ATT04530,MEM0252,M012,No,0,
ATT04531,MEM0252,M013,Yes,5,20:05
ATT04532,MEM0252,M014,No,0,
ATT04533,MEM0252,M015,No,0,
ATT04534,MEM0252,M016,Yes,5,19:55
ATT04535,MEM0252,M017,Yes,2,18:35
ATT04536,MEM0252,M018,No,0,
ATT04537,MEM0253,M001,Yes,3,19:45
ATT04538,MEM0253,M002,No,0,
ATT04539,MEM0253,M003,Yes,3,20:20
ATT04540,MEM0253,M004,Yes,3,18:15
ATT04541,MEM0253,M005,Yes,3,19:45
ATT04542,MEM0253,M006,Yes,3,18:25
ATT04543,MEM0253,M007,No,0,
ATT04544,MEM0253,M008,Yes,2,18:50
ATT04545,MEM0253,M009,Yes,3,20:00
ATT04546,MEM0253,M010,No,0,
ATT04547,MEM0253,M011,No,0,
ATT04548,MEM0253,M012,Yes,2,19:35
ATT04549,MEM0253,M013,No,0,
ATT04550,MEM0253,M014,No,0,
ATT04551,MEM0253,M015,Yes,3,19:40
ATT04552,MEM0253,M016,Yes,2,19:05
ATT04553,MEM0253,M017,Yes,2,18:15
ATT04554,MEM0253,M018,No,0,
ATT04555,MEM0254,M001,Yes,2,18:25
ATT04556,MEM0254,M002,No,0,
ATT04557,MEM0254,M003,Yes,1,20:00
ATT04558,MEM0254,M004,Yes,2,19:45
ATT04559,MEM0254,M005,No,0,
ATT04560,MEM0254,M006,Yes,2,20:20
ATT04561,MEM0254,M007,Yes,2,19:20
ATT04562,MEM0254,M008,Yes,1,19:55
ATT04563,MEM0254,M009,Yes,1,19:15
ATT04564,MEM0254,M010,No,0,
ATT04565,MEM0254,M011,No,0,
ATT04566,MEM0254,M012,Yes,1,18:25
ATT04567,MEM0254,M013,Yes,1,19:55
ATT04568,MEM0254,M014,No,0,
ATT04569,MEM0254,M015,Yes,1,20:00
ATT04570,MEM0254,M016,Yes,1,19:40
ATT04571,MEM0254,M017,Yes,1,18:15
ATT04572,MEM0254,M018,Yes,1,19:55
ATT04573,MEM0255,M001,No,0,
ATT04574,MEM0255,M002,No,0,
ATT04575,MEM0255,M003,No,0,
ATT04576,MEM0255,M004,No,0,
ATT04577,MEM0255,M005,No,0,
ATT04578,MEM0255,M006,No,0,
ATT04579,MEM0255,M007,No,0,
ATT04580,MEM0255,M008,No,0,
ATT04581,MEM0255,M009,No,0,
ATT04582,MEM0255,M010,Yes,2,19:45
ATT04583,MEM0255,M011,No,0,
ATT04584,MEM0255,M012,No,0,
ATT04585,MEM0255,M013,No,0,
ATT04586,MEM0255,M014,No,0,
ATT04587,MEM0255,M015,No,0,
ATT04588,MEM0255,M016,No,0,
ATT04589,MEM0255,M017,No,0,
ATT04590,MEM0255,M018,No,0,
ATT04591,MEM0256,M001,No,0,
ATT04592,MEM0256,M002,No,0,
ATT04593,MEM0256,M003,No,0,
ATT04594,MEM0256,M004,Yes,4,19:30
ATT04595,MEM0256,M005,No,0,
ATT04596,MEM0256,M006,No,0,
ATT04597,MEM0256,M007,No,0,
ATT04598,MEM0256,M008,No,0,
ATT04599,MEM0256,M009,Yes,4,19:45
ATT04600,MEM0256,M010,Yes,4,20:35
ATT04601,MEM0256,M011,No,0,
ATT04602,MEM0256,M012,Yes,6,19:45
ATT04603,MEM0256,M013,No,0,
ATT04604,MEM0256,M014,No,0,
ATT04605,MEM0256,M015,Yes,6,19:30
ATT04606,MEM0256,M016,Yes,6,18:30
ATT04607,MEM0256,M017,No,0,
ATT04608,MEM0256,M018,Yes,6,20:50
ATT04609,MEM0257,M001,Yes,3,20:10
ATT04610,MEM0257,M002,No,0,
ATT04611,MEM0257,M003,Yes,2,19:45
ATT04612,MEM0257,M004,Yes,3,19:25
ATT04613,MEM0257,M005,No,0,
ATT04614,MEM0257,M006,Yes,3,19:20
ATT04615,MEM0257,M007,Yes,4,18:10
ATT04616,MEM0257,M008,No,0,
ATT04617,MEM0257,M009,Yes,3,18:05
ATT04618,MEM0257,M010,Yes,4,19:30
ATT04619,MEM0257,M011,Yes,4,19:45
ATT04620,MEM0257,M012,No,0,
ATT04621,MEM0257,M013,Yes,4,19:40
ATT04622,MEM0257,M014,Yes,4,18:05
ATT04623,MEM0257,M015,Yes,4,19:15
ATT04624,MEM0257,M016,Yes,4,19:05
ATT04625,MEM0257,M017,No,0,
ATT04626,MEM0257,M018,Yes,2,18:05
ATT04627,MEM0258,M001,No,0,
ATT04628,MEM0258,M002,No,0,
ATT04629,MEM0258,M003,Yes,2,18:35
ATT04630,MEM0258,M004,Yes,12,18:00
ATT04631,MEM0258,M005,No,0,
ATT04632,MEM0258,M006,No,0,
ATT04633,MEM0258,M007,No,0,
ATT04634,MEM0258,M008,No,0,
ATT04635,MEM0258,M009,No,0,
ATT04636,MEM0258,M010,Yes,4,18:30
ATT04637,MEM0258,M011,No,0,
ATT04638,MEM0258,M012,Yes,6,20:00
ATT04639,MEM0258,M013,Yes,2,18:20
ATT04640,MEM0258,M014,Yes,12,19:00
ATT04641,MEM0258,M015,No,0,
ATT04642,MEM0258,M016,Yes,12,19:15
ATT04643,MEM0258,M017,Yes,4,19:00
ATT04644,MEM0258,M018,No,0,
ATT04645,MEM0259,M001,Yes,1,20:00
ATT04646,MEM0259,M002,Yes,1,18:05
ATT04647,MEM0259,M003,Yes,1,19:05
ATT04648,MEM0259,M004,Yes,1,19:10
ATT04649,MEM0259,M005,Yes,1,18:15
ATT04650,MEM0259,M006,No,0,
ATT04651,MEM0259,M007,Yes,2,19:10
ATT04652,MEM0259,M008,Yes,1,19:30
ATT04653,MEM0259,M009,Yes,2,18:10
ATT04654,MEM0259,M010,Yes,2,19:15
ATT04655,MEM0259,M011,No,0,
ATT04656,MEM0259,M012,Yes,2,18:30
ATT04657,MEM0259,M013,Yes,1,19:50
ATT04658,MEM0259,M014,No,0,
ATT04659,MEM0259,M015,No,0,
ATT04660,MEM0259,M016,No,0,
ATT04661,MEM0259,M017,Yes,1,19:30
ATT04662,MEM0259,M018,Yes,2,19:05
ATT04663,MEM0260,M001,No,0,
ATT04664,MEM0260,M002,Yes,3,20:40
ATT04665,MEM0260,M003,Yes,2,19:35
ATT04666,MEM0260,M004,No,0,
ATT04667,MEM0260,M005,No,0,
ATT04668,MEM0260,M006,No,0,
ATT04669,MEM0260,M007,No,0,
ATT04670,MEM0260,M008,No,0,
ATT04671,MEM0260,M009,No,0,
ATT04672,MEM0260,M010,No,0,
ATT04673,MEM0260,M011,No,0,
ATT04674,MEM0260,M012,No,0,
ATT04675,MEM0260,M013,No,0,
ATT04676,MEM0260,M014,Yes,4,20:15
ATT04677,MEM0260,M015,No,0,
ATT04678,MEM0260,M016,No,0,
ATT04679,MEM0260,M017,Yes,2,19:35
ATT04680,MEM0260,M018,Yes,4,20:55
ATT04681,MEM0261,M001,Yes,3,19:20
ATT04682,MEM0261,M002,Yes,4,19:40
ATT04683,MEM0261,M003,Yes,2,19:05
ATT04684,MEM0261,M004,Yes,3,19:45
ATT04685,MEM0261,M005,No,0,
ATT04686,MEM0261,M006,No,0,
ATT04687,MEM0261,M007,Yes,2,19:15
ATT04688,MEM0261,M008,No,0,
ATT04689,MEM0261,M009,No,0,
ATT04690,MEM0261,M010,Yes,3,20:35
ATT04691,MEM0261,M011,Yes,3,19:10
ATT04692,MEM0261,M012,Yes,4,20:10
ATT04693,MEM0261,M013,No,0,
ATT04694,MEM0261,M014,Yes,4,19:40
ATT04695,MEM0261,M015,No,0,
ATT04696,MEM0261,M016,Yes,4,19:15
ATT04697,MEM0261,M017,No,0,
ATT04698,MEM0261,M018,Yes,3,19:20
ATT04699,MEM0262,M001,Yes,1,20:45
ATT04700,MEM0262,M002,No,0,
ATT04701,MEM0262,M003,No,0,
ATT04702,MEM0262,M004,Yes,2,18:15
ATT04703,MEM0262,M005,No,0,
ATT04704,MEM0262,M006,No,0,
ATT04705,MEM0262,M007,Yes,1,19:45
ATT04706,MEM0262,M008,Yes,1,20:05
ATT04707,MEM0262,M009,No,0,
ATT04708,MEM0262,M010,No,0,
ATT04709,MEM0262,M011,Yes,1,19:50
ATT04710,MEM0262,M012,No,0,
ATT04711,MEM0262,M013,No,0,
ATT04712,MEM0262,M014,Yes,2,18:10
ATT04713,MEM0262,M015,Yes,2,20:15
ATT04714,MEM0262,M016,Yes,2,20:45
ATT04715,MEM0262,M017,Yes,1,19:20
ATT04716,MEM0262,M018,Yes,2,19:50
ATT04717,MEM0263,M001,No,0,
ATT04718,MEM0263,M002,Yes,1,18:55
ATT04719,MEM0263,M003,Yes,1,18:05
ATT04720,MEM0263,M004,No,0,
ATT04721,MEM0263,M005,Yes,1,19:50
ATT04722,MEM0263,M006,No,0,
ATT04723,MEM0263,M007,Yes,1,20:10
ATT04724,MEM0263,M008,No,0,
ATT04725,MEM0263,M009,No,0,
ATT04726,MEM0263,M010,Yes,1,18:30
ATT04727,MEM0263,M011,No,0,
ATT04728,MEM0263,M012,Yes,1,18:20
ATT04729,MEM0263,M013,No,0,
ATT04730,MEM0263,M014,Yes,1,19:40
ATT04731,MEM0263,M015,Yes,1,18:05
ATT04732,MEM0263,M016,Yes,1,19:50
ATT04733,MEM0263,M017,No,0,
ATT04734,MEM0263,M018,Yes,1,18:05
ATT04735,MEM0264,M001,No,0,
ATT04736,MEM0264,M002,Yes,1,18:15
ATT04737,MEM0264,M003,Yes,1,18:10
ATT04738,MEM0264,M004,Yes,1,20:00
ATT04739,MEM0264,M005,Yes,1,19:05
ATT04740,MEM0264,M006,Yes,1,20:20
ATT04741,MEM0264,M007,No,0,
ATT04742,MEM0264,M008,Yes,1,19:35
ATT04743,MEM0264,M009,Yes,1,18:45
ATT04744,MEM0264,M010,Yes,1,18:50
ATT04745,MEM0264,M011,Yes,1,18:45
ATT04746,MEM0264,M012,No,0,
ATT04747,MEM0264,M013,Yes,1,18:05
ATT04748,MEM0264,M014,No,0,
ATT04749,MEM0264,M015,Yes,1,19:50
ATT04750,MEM0264,M016,Yes,1,19:05
ATT04751,MEM0264,M017,Yes,1,19:10
ATT04752,MEM0264,M018,No,0,
ATT04753,MEM0265,M001,No,0,
ATT04754,MEM0265,M002,No,0,
ATT04755,MEM0265,M003,No,0,
ATT04756,MEM0265,M004,No,0,
ATT04757,MEM0265,M005,Yes,4,18:00
ATT04758,MEM0265,M006,No,0,
ATT04759,MEM0265,M007,Yes,10,18:25
ATT04760,MEM0265,M008,No,0,
ATT04761,MEM0265,M009,No,0,
ATT04762,MEM0265,M010,Yes,10,18:50
ATT04763,MEM0265,M011,No,0,
ATT04764,MEM0265,M012,No,0,
ATT04765,MEM0265,M013,Yes,4,18:30
ATT04766,MEM0265,M014,No,0,
ATT04767,MEM0265,M015,No,0,
ATT04768,MEM0265,M016,No,0,
ATT04769,MEM0265,M017,No,0,
ATT04770,MEM0265,M018,No,0,
ATT04771,MEM0266,M001,Yes,1,19:10
ATT04772,MEM0266,M002,Yes,2,18:15
ATT04773,MEM0266,M003,Yes,1,18:15
ATT04774,MEM0266,M004,Yes,1,18:10
ATT04775,MEM0266,M005,Yes,2,19:10
ATT04776,MEM0266,M006,Yes,2,19:45
ATT04777,MEM0266,M007,Yes,1,20:40
ATT04778,MEM0266,M008,Yes,1,18:25
ATT04779,MEM0266,M009,Yes,1,19:50
ATT04780,MEM0266,M010,Yes,2,18:25
ATT04781,MEM0266,M011,No,0,
ATT04782,MEM0266,M012,Yes,1,18:30
ATT04783,MEM0266,M013,No,0,
ATT04784,MEM0266,M014,Yes,2,19:00
ATT04785,MEM0266,M015,Yes,1,19:00
ATT04786,MEM0266,M016,No,0,
ATT04787,MEM0266,M017,Yes,2,18:20
ATT04788,MEM0266,M018,Yes,2,18:40
ATT04789,MEM0267,M001,Yes,2,19:20
ATT04790,MEM0267,M002,No,0,
